# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
10	textures\enemies.png	3	26	110
11	textures\enemies-reflect.png	3	26	110
12	textures\enemies_full.png	68	145	190
13	textures\enemies-full-right.png	68	145	190
14	textures\enemies-full-upside-down.png	68	145	190
20	textures\misc.png	176	224	248
400	textures\man_1.png	224	163	216
30	textures\tiles.png	255	128	192
40	textures\misc2.png	4	193	170
50	textures\misc-2.png	166	185	255
60	textures\misc-6.png	255	150	255
61	textures\misc-6.png	0	224	142
62	textures\BoardInfo.png	173	231	225
70	textures\mario-2.png	255	255	255
110	textures\enemies-3reflect.png	163	73	164
100	textures\enemies-3.png	163	73	164
120	textures\misc-2reflect.png	166	185	255
130	textures\racoontransform.png	68	145	190
140	textures\BoardSpace.png	255	255	255
150	textures\enemies-2.png	0	128	128
160	textures\fragment.png	224	163	216
170	textures\Goal.png	0	183	239
180	textures\GameClear.png	0	0	0
190	textures\extra_scene_1_1.png	255	0	255


# id	left	top	right	bottom	texture_id
[SPRITES]

# goal border
10083	91	523	115	550	70
#	

# slide right small
10084	215	169	231	185	70
10085	255	169	271	185	70
# slid left small
10086	175	169	191	185	70
10087	135	169	151	185	70

# slide right big
10088	213	323	232	350	70
10089	253	323	272	350	70
10090	293	324	312	350	70
# slide left big
10091	174	323	193	350	70
10092	134	323	153	350	70
10093	94	324	113	350	70

# racoon falling right
10094	211	603	234	630	70
10096	252	603	274	631	70
# racoon falling left
10095	172	603	195	630	70
10097	132	603	154	631	70


# attack right and left
10069	355	483	371	511	70
10070	176	560	199	588	70
10071	210	560	233	588	70

#LIFT THINGS LEFT
500003	63	523	84	551	70
500004	33	523	55	551	70
500005	2	523	25	551	70
#LIFT THINGS RIGHT
500006	322	523	343	551	70
500007	351	523	373	551	70
500008	381	523	404	551	70

#KICK RIGHT
500009	247	483	269	511	70
#KICK LEFT
500010	137	483	159	511	70


# TO RACOON
10100	0	0	16	16	130
10101	17	0	33	16	130
10102	34	0	50	16	130
10103	51	0	67	16	130


# PIRANHA PLANT
#left
70003	150	126	166	158	110
70004	167	126	183	158	110
70005	184	126	200	158	110
70006	201	126	217	158	110
#right
70007	273	126	289	158	100
70008	256	126	272	158	100
70009	239	126	255	158	100
70010	222	126	238	158	100

# GREEN SHORT PIRANHA PLANT
70015	366	100	382	124	100
70016	385	100	401	124	100

# GREEN SHORT SHOOTING PLANT
# right top
70017	152	100	168	124	100
70018	169	100	185	124	100
# right bottom
70019	186	100	202	124	100
70020	203	100	219	124	100
# left top
70021	271	100	287	124	110
70022	254	100	270	124	110
# left bottom
70023	237	100	253	124	110
70024	220	100	236	124	110




# PIPE
# top left pipe
70011	324	52	340	68	30
# top right pipe
70012	341	52	357	68	30
# bottom left pipe
70013	324	69	340	85	30
# bottom right pipe
70014	341	69	357	85	30
	

#QUESTION BRICK
40001	157	188	173	204	50
40002	176	188	192	204	50
40003	196	188	212	204	50
40004	215	188	231	204	50

# Qbrick got hit
40010	235	188	251	204	50

# shadow box
# right top corner
40005	103	69	119	85	30
# vertical
40006	103	86	119	102	30
# right bottom corner
40007	103	103	119	119	30
# horizontally
40008	86	103	102	119	30
# left bottom corner
40009	69	103	85	119	30

# color brick corner
# top left corner white
80000	1	1	17	17	30
# top right corner white
80001	35	1	51	17	30
# bottom left corner white
80002	1	35	17	51	30
# bottom right corner white
80003	35	35	51	51	30

# top left corner green
80004	52	1	68	17	30
# top right corner green
80005	86	1	102	17	30
# bottom left corner green
80006	52	35	68	51	30
# bottom right corner green
80007	86	35	102	51	30

# top left corner pink
80008	1	52	17	68	30
# top right corner pink
80009	35	52	51	68	30
# bottom left corner pink
80010	1	86	17	102	30
# bottom right corner pink
80011	35	86	51	102	30

# top left corner blue
80012	52	52	68	68	30
# top right corner blue
80013	86	52	102	68	30
# bottom left corner blue
80014	52	86	68	102	30
# bottom right corner blue
80015	86	86	102	102	30

# center blue
80016	69	69	85	85	30
# center pink
80017	18	69	34	85	30
# center green
80018	69	18	85	34	30
# center white
80019	18	18	34	34	30

# right side pink
# 80020	238	85	254	101	30

#BRICK
20001	239	222	255	238	30
#LEFT BRICK
20002	222	222	238	238	30
#RIGHT BRICK
20003	256	222	272	238	30

#BRICK2
20004	1	18	17	34	40
20005	18	18	34	34	40
20006	35	18	51	34	40


#BRICK3
20008	324	171	340	187	30

#BRICK4
20009	103	52	119	68	40
21010	86	52	102	68	40
21011	69	52	85	68	40
21012	52	52	68	68	40

#TRANSPARENT UPSIDEBRICK
20010	256	1	272	2	30

#GOOMBA
100001	5	14	21	29	10
100002	25	14	41	29	10
#GOOMBA die
100003	45	21	61	29	10
#GOOMBA GET HIT
100025	16	874	32	890	14

#RED FLYING GOOMBA
#walk
100026	456	79	476	103	150
100027	435	79	455	103	150
#fly
100028	414	79	434	103	150
100029	393	79	413	103	150

# RED GOOMBA
111111	170	108	186	124	150
111112	187	108	203	124	150
#die
111113	204	115	220	124	150
# get hit
111114	88	874	104	890	14


#FLYING GOOMBA
#walk
100030	64	11	84	30	10
100031	87	11	107	30	10
#fly
100032	110	6	130	30	10
100033	134	6	154	30	10
#bomb right and left
100034	157	21	165	30	10
100035	170	21	178	30	10


#Koopas
#shell idle
100004	640	48	656	64	13
#upward
100046	32	826	48	842	14

#shell spin
100005	592	48	608	64	13
100006	608	48	624	64	13
100007	624	48	640	64	13
#upward
100052	48	826	64	842	14
100053	64	826	80	842	14
100054	80	826	96	842	14
#right
100008	672	51	688	77	13
100009	656	51	672	77	13
#left
100010	0	51	16	77	12
100011	16	51	32	78	12
#die
100012	152	202	168	218	150
#OUT A SHELL
100022	32	64	48	80	12
100023	32	96	48	112	12
#upward
100047	32	810	48	826	14
100048	32	778	48	794	14

#GREEN FLYING KOOPAS
#walk left
100036	93	130	109	156	10
100037	114	129	130	156	10
#fly left
100038	135	129	151	156	10
100039	157	128	173	156	10
#walk right
100040	350	129	366	156	11
100041	371	130	387	156	11
#fly right
100042	307	128	323	156	11
100043	329	129	345	156	11


#bang effect
100044	496	0	512	16	13
100045	512	0	528	16	13


#RED KOOPAS
#SHELL IDLE
100017	128	48	144	64	12
#upward
100049	128	826	144	842	14
#SHELL SPIN
100019	144	48	160	64	12
100020	160	48	176	64	12
100021	176	48	192	64	12
#upward
100055	144	826	160	842	14
100056	160	826	176	842	14
100057	176	826	192	842	14
#RIGHT WALKING
100015	576	51	592	77	13
100016	560	51	576	77	13
#LEFT WALKING
100013	96	51	112	77	12
100014	112	51	128	77	12
#OUT A SHELL
100018	128	64	144	80	12
100024	128	96	144	112	12
#upward
100050	128	810	144	826	14
100051	128	778	144	794	14

# boomerang
# right
110000	560	528	576	543	13
110001	576	528	591	544	13
110002	592	529	608	544	13
110003	609	528	624	544	13
#left
110004	112	528	128	543	12
110005	97	528	112	544	12
110006	80	529	96	544	12
110007	64	528	79	544	12

# green boomerang guy
# left
110008	112	432	128	456	12
110009	96	432	112	456	12
110010	80	432	96	456	12
110011	64	432	80	456	12
# right
110012	560	432	576	456	13
110013	576	432	592	456	13
110014	592	432	608	456	13
110015	608	432	624	456	13
# die
110016	112	434	128	458	14


#DIGIT AND ALPHABET
#0
200000	77	31	85	38	61
#1
200001	87	31	95	38	61
#2
200002	97	31	105	38	61
#3
200003	107	31	115	38	61
#4
200004	117	31	125	38	61
#5
200005	127	31	135	38	61
#6
200006	137	31	145	38	61
#7
200007	147	31	155	38	61
#8
200008	157	31	165	38	61
#9
200009	167	31	175	38	61
#A
200010	177	31	185	39	61
#B
200011	187	31	195	39	61
#C
200012	77	41	85	49	61
#D
200013	87	41	95	49	61
#E
200014	97	41	105	49	61
#F
200015	107	41	115	49	61
#G
200016	117	41	125	49	61
#H
200017	127	41	135	49	61
#I
200018	137	41	145	49	61
#J
200019	147	41	155	49	61
#K
200020	157	41	165	49	61
#L
200021	167	41	175	49	61
#M
200022	177	41	185	49	61
#N
200023	187	41	195	49	61
#O
200024	77	51	85	59	61
#P
200025	87	51	95	59	61
#Q
200026	97	51	105	59	61
#R
200027	107	51	115	59	61
#S
200028	117	51	125	59	61
#T
200029	127	51	135	59	61
#U
200030	137	51	145	59	61
#V
200031	147	51	155	59	61
#W
200032	157	51	165	59	61
#X
200033	167	51	175	59	61
#Y
200034	177	51	185	59	61
#Z
200035	187	51	195	59	61

#MARIO PLAYER
200036	15	160	33	169	61

#DOLLAR SIGN
200037	136	134	143	142	61
#CLOCK
200038	128	143	136	150	61

#SPEED BAR
200039	4	12	68	19	62
200040	4	20	68	27	62
200041	4	28	68	35	62
200042	4	36	68	43	62
200043	4	44	68	51	62
200044	4	52	68	59	62
200045	4	60	68	67	62
200046	4	68	68	75	62
200047	4	76	68	83	62

#ENDGAME CARD
# empty
200048	176	134	192	150	61
# mushroom
200049	108	3	124	19	62
# flower
200050	128	3	144	19	62
# star
200051	148	3	164	19	62

#BOARD
200052	11	127	245	155	61

# ENDGAME BRICK
# empty
200053	375	265	391	281	170
# star
200054	384	352	400	368	170
# flower
200055	412	352	428	368	170
# mushroom
200056	440	352	456	368	170
# star spin
200060	297	373	313	389	170
200057	344	374	360	390	170
# flower spin
200061	277	374	293	390	170
200058	329	375	345	391	170
# mushroom spin
200062	257	373	273	389	170
200059	316	375	332	391	170



# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# Pswitch
999996	999996	100	999997	100
999998	999998	100

# goal border
999999	999999	100

# RED GOOMBA
111111	111111	100	111112	100
#die
111113	111113	100
# get hit
111114	111114	100

# mario get in pipe
#small
888917	888917	100
#big
888918	888918	100
#racoon
888919	888919	100
#fire
888920	888920	100

# green mushroom
999995	999995	100

# black pipe
999991	999991	100
999992	999992	100
999993	999993	100
999994	999994	100

# Course clear board
#star
90	90	100
#flower
91	91	100
#mushroom
92	92	100


#BROKEN BRICK
90013	90013	1000	90014	100	90015	100	90016	100

#FRAGMENT
1	1	100

# ==== MARIO =========

# big to small right
10	10001	2000	10021	2000
# big to small left
11	10011	2000	10031	2000
# small to big right
12	10021	2000	10001	2000
# small to big left
13	10031	2000	10011	2000

# Fire Mario
#idle right
888880	888880	100
#walk right
888881	888880	100	888881	100	888882	100
#idle left
888883	888883	100
#walk left
888884	888883	100	888884	100	888885	100
#jump right
888886	888886	100
#jump left
888887	888887	100
#duck right
888888	888888	100
#duck left
888889	888889	100
# SKID RIGHT
888890	888890	100
#SKID LEFT
888891	888891	100
#LIFT RIGHT
888892	888892	100	888893	100	888894	100
#LIFT LEFT
888895	888895	100	888896	100	888897	100
#KICK LEFT
888898	888898	100
#KICK RIGHT
888899	888899	100
#slide right
888900	888900	10	888901	10	888902	10
#slide left
888903	888903	10	888904	10	888905	10
# throw right
888906	888906	100	888907	100
# throw left
888908	888908	100	888909	100
# run right	
888911	888880	10	888881	10	888882	10
# run left
888912	888883	10	888884	10	888885	10
# lift idle right
888913	888892	100
# lift idle left
888914	888895	100
# lift jump right
888915	888894	100
# lift jump left
888916	888897	100

# FIRE HENSHIN
888909	10001	100	888880	100
888910	10011	100	888883	100


# BIG MARIO IN RACOON FORM
# idle right
134	10034	100
# idle left
135	10035	100
# walk right
151	10051	100	10052	100	10053	100
# walk left
154	10054	100	10055	100	10068	100
#jump left 
156	10056	2000
# jump right
157	10057	2000
#duck right
158	10058	100
#duck left 
159	10059	100
# run right
160	10051	10	10052	10	10053	10
# run left
161	10054	10	10055	10	10068	10

#LIFT THINGS LEFT
500003	500003	100	500004	100	500005	100
#LIFT THINGS RIGHT
500006	500006	100	500007	100	500008	100
#LIFT THINGS JUMP LEFT
500004	500002	100
#LIFT THINGS JUMP RIGHT
500005	500005	100

#KICK RIGHT
500009	500009	100
#KICK LEFT
500010	500010	100
#IDLE LIFT RIGHT
500011	500006	100
#IDLE LIFT LEFT
500012	500003	100

# attack right 
500013	10069	50	10070	100
# attack left
500014	10069	50	10071	100

#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#walk right big
500	10001	100	10002	100	10003	100
# 10003	30
#walk left big
501	10011	100	10012	100	10013	100
#	10013	30
#run right big
504	10001	10	10002	10	10003	10
#run left big
505	10011	10	10012	10	10013	10
# JUMP RIGHT BIG
172	10072	2000
# JUMP LEFT BIG
173	10073	2000
# DUCK RIGHT BIG
174	10074	100
# DUCK LEFT BIG
175	10075	100

#LIFT THINGS RIGHT
400003	400003	100	400004	100	400005	100
#LIFT THINGS LEFT
400006	400006	100	400007	100	400008	100
#LIFT THINGS JUMP RIGHT
400004	400005	100
#LIFT THINGS JUMP LEFT
400005	400008	100

#KICK LEFT
400009	400009	100
#KICK RIGHT
400010	400010	100

#IDLE LIFT RIGHT
400011	400003	100
#IDLE LIFT LEFT
400012	400006	100

#walk right small
502	10022	50	10023	50
#walk left small
503	10031	50	10032	50	10033	50
# JUMP RIGHT SMALL
176	10076	2000
# JUMP LEFT SMALL
177	10077	2000
#RUN right small
506	10022	10	10023	10
#RUN left small
507	10032	10	10033	10

#Fly right
164	10064	100	10065	100
#fly left
166	10066	100	10067	100
# glide right
192	10065	100
# glide left
193	10067	100

#LIFT THINGS RIGHT
300003	300003	100	300004	100
#LIFT THINGS LEFT
300005	300005	100	300006	100
#LIFT THINGS JUMP RIGHT
300004	300004	100
#LIFT THINGS JUMP LEFT
300006	300006	100


#KICK RIGHT
300007	300007	100
#KICK LEFT
300008	300008	100

#IDLE LIFT RIGHT
300009	300003	100
#IDEL LIFT LEFT
300010	300005	100


# slide right racoon
178	10078	10	10079	10	10080	10

# slide left racoon
181	10081	10	10082	10	10083	10
#	

# slide right small
184	10084	10	10085	10
# slide left small
186	10086	10	10087	10

# slide right big
188	10088	10	10089	10	10090	10
# slide left big
191	10091	10	10092	10	10093	10

# racoon falling right
194	10094	100
# racoon falling left
195	10095	100

# racoon falling tail right
196	10094	100	10096	100
# racoon falling tail left
197	10095	100	10097	100

# TO RACOON
1100	10100	100	10101	100	10102	100	10103	100

# SKID RIGHT BIG
400001	400001	100
# SKID LEFT BIG
400002	400002	100
#Skid right small
300001	300001	100
#Skid left small
300002	300002	100
#SKID RIGHT RACOON
500001	500001	100
#SKID LEFT RACOON
500002	500002	100

#die
599	10099	100

# ==== BRICK =========
601	20001	100
610	20002	100
603	20003	100

604	20004	100
605	20005	100
606	20006	100

#607	20007	100

608	20008	100
609	21012	500	21011	200	21010	200	20009	200

#TRANS BRICK
611	20010	100

# transparent flower
30000	30000	100

# transparent star
30001	30001	100

# transparent mushroom
30002	30002	100

# single bush
30003	30003	100

# smiling_cloud
30004	30004	100

# cloud
# left top cloud
30005	30005	100
# top cloud
30006	30006	100
# right top cloud
30007	30007	100
# left bottom cloud
30008	30008	100
# bottom cloud
30009	30009	100
# right bottom cloud
40000	40000	100

# high bush
# left top
50000	50000	100
#right top
50001	50001	100

#PIRANHA PLANT
#LEFT BOT
73	70003	100
74	70003	100	70004	100
#LEFT TOP
75	70005	100
76	70005	100	70006	100
#RIGHT BOT
77	70007	100
78	70007	100	70008	100
#RIGHT TOP
79	70009	100
80	70009	100	70010	100

# GREEN SHORT PIRANHA PLANT
70015	70015	100	70016	100

# GREEN SHORT SHOOTING PLANT
# right top
70017	70018	100
70018	70017	100	70018	100
# right bottom
70019	70020	100
70020	70019	100	70020	100
# left top
70021	70022	100
70022	70021	100	70022	100
# left bottom
70023	70024	100
70024	70023	100	70024	100

# ---------Fireball-------
60010	60010	50	60011	50	60012	50	60013	50
60011	60014	50	60015	50	60016	50	60017	50

# ---------PIPE-----------
# top left pipe
70011	70011	100
# top right pipe
70012	70012	100
# bottom left pipe
70013	70013	100
# bottom right pipe
70014	70014	100

# shadow box
# right top corner
40005	40005	100
# vertical
40006	40006	100
# right bottom corner
40007	40007	100
# horizontally
40008	40008	100
# left bottom corner
40009	40009	100

# color brick corner
# top left corner white
80000	80000	100
# top right corner white
80001	80001	100
# bottom left corner white
80002	80002	100
# bottom right corner white
80003	80003	100

# top left corner green
80004	80004	100
# top right corner green
80005	80005	100
# bottom left corner green
80006	80006	100
# bottom right corner green
80007	80007	100

# top left corner pink
80008	80008	100
# top right corner pink
80009	80009	100
# bottom left corner pink
80010	80010	100
# bottom right corner pink
80011	80011	100

# top left corner blue
80012	80012	100
# top right corner blue
80013	80013	100
# bottom left corner blue
80014	80014	100
# bottom right corner blue
80015	80015	100

# center blue
80016	80016	100
# center pink
80017	80017	100
# center green
80018	80018	100
# center white
80019	80019	100

#COIN
90000	90000	200	90001	100	90002	100
#614	20014	100	20015	100	20016	100

#POINT
# 100
90011	90011	100
# 200
90012	90012	100
# 400
90017	90017	100
# 800
90018	90018	100
# 1000
90019	90019	100
# 2000
90020	90020	100
# 4000
90021	90021	100
# 8000
90022	90022	100
# 1UP
90023	90023	100

# ==== QUESTION BRICK =========
602	40001	1000	40001	100	40002	100	40003	100	40004	100
410	40010	100

# ==== MUSHROOM =======
90003	90003	100

# LEAF
217	20017	100
218	20018	100

#GOOMBA
1001	100001	100	100002	100
#GOOMBA die
1003	100003	100
#GOOMBA GET HIT
1025	100025	100

#RED FLYING GOOMBA
#walk
100026	100026	100	100027	100
#100027	100026	20	100027	20
#jump
100028	100028	100	100029	100
#fly
100029	100026	80	100028	80	100027	80	100029	80

#bang effect
100044	100044	100	100045	100

#Koopas
#shell idle
100004	100004	100
#upward
100046	100046	100
#shell spin
100005	100005	100	100006	100	100007	100
#upward
100052	100052	100	100053	100	100054	100
#right
100008	100008	100	100009	100
#left
100010	100010	100	100011	100
#die
100012	100012	100
#OUT A SHELL
100022	100022	100	100023	100
#upward
100047	100047	100	100048	100

#RED KOOPAS
#SHELL IDLE
100017	100017	100
#upward
100049	100049	100
#SHELL SPIN
100019	100019	100	100020	100	100021	100
#upward
100055	100055	100	100056	100	100057	100
#RIGHT WALKING
100015	100015	100	100016	100
#LEFT WALKING
100013	100013	100	100014	100
#OUT A SHELL
100018	100018	100	100024	100
#upward
100050	100050	100	100051	100

#GREEN FLYING KOOPAS
#walk left
100036	100036	100	100037	100
#fly left
100038	100038	80	100036	80	100039	80	100037	80
#walk right
100040	100040	100	100041	100
#fly right
100042	100042	80	100040	80	100043	80	100041	80

# boomerang
# right
110000	110000	100	110001	100	110002	100	110003	100
110001	110001	100
#left
110004	110004	100	110005	100	110006	100	110007	100
110005	110005	100

# green boomerang guy
# left
# walk with boomerang
110008	110008	100	110009	100
# walk without boomerang
110010	110010	100	110011	11
# right
# walk with boomerang
110012	110012	100	110013	100
# walk without boomerang
110014	110014	100	110015	100
# die
110016	110016	100

#DIGIT AND ALPHABET
#0
200000	200000	100
#1
200001	200001	100
#2
200002	200002	100
#3
200003	200003	100
#4
200004	200004	100
#5
200005	200005	100
#6
200006	200006	100
#7
200007	200007	100
#8
200008	200008	100
#9
200009	200009	100
#A
200010	200010	100
#B
200011	200011	100
#C
200012	200012	100
#D
200013	200013	100
#E
200014	200014	100
#F
200015	200015	100
#G
200016	200016	100
#H
200017	200017	100
#I
200018	200018	100
#J
200019	200019	100
#K
200020	200020	100
#L
200021	200021	100
#M
200022	200022	100
#N
200023	200023	100
#O
200024	200024	100
#P
200025	200025	100
#Q
200026	200026	100
#R
200027	200027	100
#S
200028	200028	100
#T
200029	200029	100
#U
200030	200030	100
#V
200031	200031	100
#W
200032	200032	100
#X
200033	200033	100
#Y
200034	200034	100
#Z
200035	200035	100

#MARIO PLAYER
200036	200036	100

#DOLLAR SIGN
200037	200037	100
#CLOCK
200038	200038	100

#SPEED BAR
200039	200039	100
200040	200040	100
200041	200041	100
200042	200042	100
200043	200043	100
200044	200044	100
200045	200045	100
200046	200046	100
200047	200047	100

#ENDGAME CARD
200048	200048	100
200049	200049	100
200050	200050	100
200051	200051	100


#ENDGAME BLOCK
#empty
200053	200053	100
#gatcha
200054	200054	150	200055	150	200056	150
#star spin
200057	200060	100	200057	100
#flower spin
200058	200061	100	200058	100
#mushroom spin
200059	200062	100	200059	100


#BOARD
200052	200052	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]

# goal border
999999	999999

# Pswitch
999996	999996	999998	1100

# RED GOOMBA
111111	111111
#die
111113	111113
# get hit
111114	111114


# mario get in pipe
#small
888917	888917	100
#big
888918	888918	100
#racoon
888919	888919	100
#fire
888920	888920	100


# MARIO
