# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
10	textures\enemies.png	3	26	110
11	textures\enemies-reflect.png	3	26	110
12	textures\enemies_full.png	68	145	190
13	textures\enemies-full-right.png	68	145	190
14	textures\enemies-full-upside-down.png	68	145	190
20	textures\misc.png	176	224	248
400	textures\man_1.png	224	163	216
30	textures\tiles.png	255	128	192
40	textures\misc2.png	4	193	170
50	textures\misc-2.png	166	185	255
60	textures\misc-6.png	255	150	255
61	textures\misc-6.png	0	224	142
62	textures\BoardInfo.png	173	231	225
70	textures\mario-2.png	255	255	255
110	textures\enemies-3reflect.png	163	73	164
100	textures\enemies-3.png	163	73	164
120	textures\misc-2reflect.png	166	185	255
130	textures\racoontransform.png	68	145	190
140	textures\BoardSpace.png	255	255	255
150	textures\enemies-2.png	0	128	128
160	textures\fragment.png	224	163	216
170	textures\Goal.png	0	183	239
180	textures\GameClear.png	0	0	0
190	textures\extra_scene_1_1.png	255	0	255


# id	left	top	right	bottom	texture_id
[SPRITES]

# green mushroom
#SHELL IDLE
100017	128	48	144	64	12
#upward
100049	128	826	144	842	14
#SHELL SPIN
100019	144	48	160	64	12
100020	160	48	176	64	12
100021	176	48	192	64	12
#upward
100055	144	826	160	842	14
100056	160	826	176	842	14
100057	176	826	192	842	14
#RIGHT WALKING
100015	576	51	592	77	13
100016	560	51	576	77	13
#LEFT WALKING
100013	96	51	112	77	12
100014	112	51	128	77	12
#OUT A SHELL
100018	128	64	144	80	12
100024	128	96	144	112	12
#upward
100050	128	810	144	826	14
100051	128	778	144	794	14

# boomerang
# right
110000	560	528	576	543	13
110001	576	528	591	544	13
110002	592	529	608	544	13
110003	609	528	624	544	13
#left
110004	112	528	128	543	12
110005	97	528	112	544	12
110006	80	529	96	544	12
110007	64	528	79	544	12

# green boomerang guy
# left
110008	112	432	128	456	12
110009	96	432	112	456	12
110010	80	432	96	456	12
110011	64	432	80	456	12
# right
110012	560	432	576	456	13
110013	576	432	592	456	13
110014	592	432	608	456	13
110015	608	432	624	456	13
# die
110016	112	434	128	458	14


#DIGIT AND ALPHABET
#0
200000	77	31	85	38	61
#1
200001	87	31	95	38	61
#2
200002	97	31	105	38	61
#3
200003	107	31	115	38	61
#4
200004	117	31	125	38	61
#5
200005	127	31	135	38	61
#6
200006	137	31	145	38	61
#7
200007	147	31	155	38	61
#8
200008	157	31	165	38	61
#9
200009	167	31	175	38	61
#A
200010	177	31	185	39	61
#B
200011	187	31	195	39	61
#C
200012	77	41	85	49	61
#D
200013	87	41	95	49	61
#E
200014	97	41	105	49	61
#F
200015	107	41	115	49	61
#G
200016	117	41	125	49	61
#H
200017	127	41	135	49	61
#I
200018	137	41	145	49	61
#J
200019	147	41	155	49	61
#K
200020	157	41	165	49	61
#L
200021	167	41	175	49	61
#M
200022	177	41	185	49	61
#N
200023	187	41	195	49	61
#O
200024	77	51	85	59	61
#P
200025	87	51	95	59	61
#Q
200026	97	51	105	59	61
#R
200027	107	51	115	59	61
#S
200028	117	51	125	59	61
#T
200029	127	51	135	59	61
#U
200030	137	51	145	59	61
#V
200031	147	51	155	59	61
#W
200032	157	51	165	59	61
#X
200033	167	51	175	59	61
#Y
200034	177	51	185	59	61
#Z
200035	187	51	195	59	61

#MARIO PLAYER
200036	15	160	33	169	61

#DOLLAR SIGN
200037	136	134	143	142	61
#CLOCK
200038	128	143	136	150	61

#SPEED BAR
200039	4	12	68	19	62
200040	4	20	68	27	62
200041	4	28	68	35	62
200042	4	36	68	43	62
200043	4	44	68	51	62
200044	4	52	68	59	62
200045	4	60	68	67	62
200046	4	68	68	75	62
200047	4	76	68	83	62

#ENDGAME CARD
# empty
200048	176	134	192	150	61
# mushroom
200049	108	3	124	19	62
# flower
200050	128	3	144	19	62
# star
200051	148	3	164	19	62

#BOARD
200052	11	127	245	155	61

# ENDGAME BRICK
# empty
200053	375	265	391	281	170
# star
200054	384	352	400	368	170
# flower
200055	412	352	428	368	170
# mushroom
200056	440	352	456	368	170
# star spin
200060	297	373	313	389	170
200057	344	374	360	390	170
# flower spin
200061	277	374	293	390	170
200058	329	375	345	391	170
# mushroom spin
200062	257	373	273	389	170
200059	316	375	332	391	170



# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

999995	999995	100

# black pipe
999991	999991	100
999992	999992	100
999993	999993	100
999994	999994	100

# Course clear board
#star
90	90	100
#flower
91	91	100
#mushroom
92	92	100


#BROKEN BRICK
90013	90013	1000	90014	100	90015	100	90016	100

#FRAGMENT
1	1	100

# ==== MARIO =========

# big to small right
10	10001	2000	10021	2000
# big to small left
11	10011	2000	10031	2000
# small to big right
12	10021	2000	10001	2000
# small to big left
13	10031	2000	10011	2000

# BIG MARIO IN RACOON FORM
# idle right
134	10034	100
# idle left
135	10035	100
# walk right
151	10051	100	10052	100	10053	100
# walk left
154	10054	100	10055	100	10068	100
#jump left 
156	10056	2000
# jump right
157	10057	2000
#duck right
158	10058	100
#duck left 
159	10059	100
# run right
160	10051	10	10052	10	10053	10
# run left
161	10054	10	10055	10	10068	10

#LIFT THINGS LEFT
500003	500003	100	500004	100	500005	100
#LIFT THINGS RIGHT
500006	500006	100	500007	100	500008	100
#LIFT THINGS JUMP LEFT
500004	500002	100
#LIFT THINGS JUMP RIGHT
500005	500005	100

#KICK RIGHT
500009	500009	100
#KICK LEFT
500010	500010	100
#IDLE LIFT RIGHT
500011	500006	100
#IDLE LIFT LEFT
500012	500003	100

# attack right 
500013	10069	50	10070	100
# attack left
500014	10069	50	10071	100

#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#walk right big
500	10001	100	10002	100	10003	100
# 10003	30
#walk left big
501	10011	100	10012	100	10013	100
#	10013	30
#run right big
504	10001	10	10002	10	10003	10
#run left big
505	10011	10	10012	10	10013	10
# JUMP RIGHT BIG
172	10072	2000
# JUMP LEFT BIG
173	10073	2000
# DUCK RIGHT BIG
174	10074	100
# DUCK LEFT BIG
175	10075	100

#LIFT THINGS RIGHT
400003	400003	100	400004	100	400005	100
#LIFT THINGS LEFT
400006	400006	100	400007	100	400008	100
#LIFT THINGS JUMP RIGHT
400004	400005	100
#LIFT THINGS JUMP LEFT
400005	400008	100

#KICK LEFT
400009	400009	100
#KICK RIGHT
400010	400010	100

#IDLE LIFT RIGHT
400011	400003	100
#IDLE LIFT LEFT
400012	400006	100

#walk right small
502	10022	50	10023	50
#walk left small
503	10031	50	10032	50	10033	50
# JUMP RIGHT SMALL
176	10076	2000
# JUMP LEFT SMALL
177	10077	2000
#RUN right small
506	10022	10	10023	10
#RUN left small
507	10032	10	10033	10

#Fly right
164	10064	100	10065	100
#fly left
166	10066	100	10067	100
# glide right
192	10065	100
# glide left
193	10067	100

#LIFT THINGS RIGHT
300003	300003	100	300004	100
#LIFT THINGS LEFT
300005	300005	100	300006	100
#LIFT THINGS JUMP RIGHT
300004	300004	100
#LIFT THINGS JUMP LEFT
300006	300006	100


#KICK RIGHT
300007	300007	100
#KICK LEFT
300008	300008	100

#IDLE LIFT RIGHT
300009	300003	100
#IDEL LIFT LEFT
300010	300005	100


# slide right racoon
178	10078	100	10079	100	10080	100

# slide left racoon
181	10081	100	10082	100	10083	100
#	

# slide right small
184	10084	100	10085	100
# slide left small
186	10086	100	10087	100

# slide right big
188	10088	100	10089	100	10090	100
# slide left big
191	10091	100	10092	100	10093	100

# racoon falling right
194	10094	100
# racoon falling left
195	10095	100

# racoon falling tail right
196	10094	100	10096	100
# racoon falling tail left
197	10095	100	10097	100

# TO RACOON
1100	10100	100	10101	100	10102	100	10103	100

# SKID RIGHT BIG
400001	400001	100
# SKID LEFT BIG
400002	400002	100
#Skid right small
300001	300001	100
#Skid left small
300002	300002	100
#SKID RIGHT RACOON
500001	500001	100
#SKID LEFT RACOON
500002	500002	100

#die
599	10099	100

# ==== BRICK =========
601	20001	100
610	20002	100
603	20003	100

604	20004	100
605	20005	100
606	20006	100

#607	20007	100

608	20008	100
609	21012	500	21011	200	21010	200	20009	200

#TRANS BRICK
611	20010	100

# transparent flower
30000	30000	100

# transparent star
30001	30001	100

# transparent mushroom
30002	30002	100

# single bush
30003	30003	100

# smiling_cloud
30004	30004	100

# cloud
# left top cloud
30005	30005	100
# top cloud
30006	30006	100
# right top cloud
30007	30007	100
# left bottom cloud
30008	30008	100
# bottom cloud
30009	30009	100
# right bottom cloud
40000	40000	100

# high bush
# left top
50000	50000	100
#right top
50001	50001	100

#PIRANHA PLANT
#LEFT BOT
73	70003	100
74	70003	100	70004	100
#LEFT TOP
75	70005	100
76	70005	100	70006	100
#RIGHT BOT
77	70007	100
78	70007	100	70008	100
#RIGHT TOP
79	70009	100
80	70009	100	70010	100

# GREEN SHORT PIRANHA PLANT
70015	70015	100	70016	100

# GREEN SHORT SHOOTING PLANT
# right top
70017	70018	100
70018	70017	100	70018	100
# right bottom
70019	70020	100
70020	70019	100	70020	100
# left top
70021	70022	100
70022	70021	100	70022	100
# left bottom
70023	70024	100
70024	70023	100	70024	100

# ---------Fireball-------
60010	60010	50	60011	50	60012	50	60013	50
60011	60014	50	60015	50	60016	50	60017	50

# ---------PIPE-----------
# top left pipe
70011	70011	100
# top right pipe
70012	70012	100
# bottom left pipe
70013	70013	100
# bottom right pipe
70014	70014	100

# shadow box
# right top corner
40005	40005	100
# vertical
40006	40006	100
# right bottom corner
40007	40007	100
# horizontally
40008	40008	100
# left bottom corner
40009	40009	100

# color brick corner
# top left corner white
80000	80000	100
# top right corner white
80001	80001	100
# bottom left corner white
80002	80002	100
# bottom right corner white
80003	80003	100

# top left corner green
80004	80004	100
# top right corner green
80005	80005	100
# bottom left corner green
80006	80006	100
# bottom right corner green
80007	80007	100

# top left corner pink
80008	80008	100
# top right corner pink
80009	80009	100
# bottom left corner pink
80010	80010	100
# bottom right corner pink
80011	80011	100

# top left corner blue
80012	80012	100
# top right corner blue
80013	80013	100
# bottom left corner blue
80014	80014	100
# bottom right corner blue
80015	80015	100

# center blue
80016	80016	100
# center pink
80017	80017	100
# center green
80018	80018	100
# center white
80019	80019	100

#COIN
90000	90000	200	90001	100	90002	100
#614	20014	100	20015	100	20016	100

#POINT
# 100
90011	90011	100
# 200
90012	90012	100
# 400
90017	90017	100
# 800
90018	90018	100
# 1000
90019	90019	100
# 2000
90020	90020	100
# 4000
90021	90021	100
# 8000
90022	90022	100
# 1UP
90023	90023	100

# ==== QUESTION BRICK =========
602	40001	1000	40001	100	40002	100	40003	100	40004	100
410	40010	100

# ==== MUSHROOM =======
90003	90003	100

# LEAF
217	20017	100
218	20018	100

#GOOMBA
1001	100001	100	100002	100
#GOOMBA die
1003	100003	100
#GOOMBA GET HIT
1025	100025	100

#RED FLYING GOOMBA
#walk
100026	100026	100	100027	100
#100027	100026	20	100027	20
#jump
100028	100028	100	100029	100
#fly
100029	100026	80	100028	80	100027	80	100029	80

#bang effect
100044	100044	100	100045	100

#Koopas
#shell idle
100004	100004	100
#upward
100046	100046	100
#shell spin
100005	100005	100	100006	100	100007	100
#upward
100052	100052	100	100053	100	100054	100
#right
100008	100008	100	100009	100
#left
100010	100010	100	100011	100
#die
100012	100012	100
#OUT A SHELL
100022	100022	100	100023	100
#upward
100047	100047	100	100048	100

#RED KOOPAS
#SHELL IDLE
100017	100017	100
#upward
100049	100049	100
#SHELL SPIN
100019	100019	100	100020	100	100021	100
#upward
100055	100055	100	100056	100	100057	100
#RIGHT WALKING
100015	100015	100	100016	100
#LEFT WALKING
100013	100013	100	100014	100
#OUT A SHELL
100018	100018	100	100024	100
#upward
100050	100050	100	100051	100

#GREEN FLYING KOOPAS
#walk left
100036	100036	100	100037	100
#fly left
100038	100038	100	100036	100	100039	100	100037	100
#walk right
100040	100040	100	100041	100
#fly right
100042	100042	100	100040	100	100043	100	100041	100

# boomerang
# right
110000	110000	100	110001	100	110002	100	110003	100
110001	110001	100
#left
110004	110004	100	110005	100	110006	100	110007	100
110005	110005	100

# green boomerang guy
# left
# walk with boomerang
110008	110008	100	110009	100
# walk without boomerang
110010	110010	100	110011	11
# right
# walk with boomerang
110012	110012	100	110013	100
# walk without boomerang
110014	110014	100	110015	100
# die
110016	110016	100

#DIGIT AND ALPHABET
#0
200000	200000	100
#1
200001	200001	100
#2
200002	200002	100
#3
200003	200003	100
#4
200004	200004	100
#5
200005	200005	100
#6
200006	200006	100
#7
200007	200007	100
#8
200008	200008	100
#9
200009	200009	100
#A
200010	200010	100
#B
200011	200011	100
#C
200012	200012	100
#D
200013	200013	100
#E
200014	200014	100
#F
200015	200015	100
#G
200016	200016	100
#H
200017	200017	100
#I
200018	200018	100
#J
200019	200019	100
#K
200020	200020	100
#L
200021	200021	100
#M
200022	200022	100
#N
200023	200023	100
#O
200024	200024	100
#P
200025	200025	100
#Q
200026	200026	100
#R
200027	200027	100
#S
200028	200028	100
#T
200029	200029	100
#U
200030	200030	100
#V
200031	200031	100
#W
200032	200032	100
#X
200033	200033	100
#Y
200034	200034	100
#Z
200035	200035	100

#MARIO PLAYER
200036	200036	100

#DOLLAR SIGN
200037	200037	100
#CLOCK
200038	200038	100

#SPEED BAR
200039	200039	100
200040	200040	100
200041	200041	100
200042	200042	100
200043	200043	100
200044	200044	100
200045	200045	100
200046	200046	100
200047	200047	100

#ENDGAME CARD
200048	200048	100
200049	200049	100
200050	200050	100
200051	200051	100


#ENDGAME BLOCK
#empty
200053	200053	100
#gatcha
200054	200054	150	200055	150	200056	150
#star spin
200057	200060	100	200057	100
#flower spin
200058	200061	100	200058	100
#mushroom spin
200059	200062	100	200059	100


#BOARD
200052	200052	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	500	501	502	503	599	10	11	12	13	134	135	151	154	156	157	158	159	504	505	160	161	176	177	506	507	172	173	174	175	164	166	178	181	184	186	188	191	192	193	194	195	196	197	1100	400001	400002	300001	300002	500001	500002	400010	400009	300007	300008	500009	500010	400003	400006	300005	300003	500006	500003	400004	400005	300006	300004	500005	500004	400011	400012	300010	300009	500011	500012	500013	500014

999995	999995

# black pipe
999991	999991
999992	999992
999993	999993
999994	999994

# Course clear board
#star - flower - mushroom
96	90	91	92


#FRAGMENT
95	1

#BROKEN BRICK
90013	90013	1

#DIGIT AND ALPHABET
2000	200000	200001	200002	200003	200004	200005	200006	200007	200008	200009	200010	200011	200012	200013	200014	200015	200016	200017	200018	200019	200020	200021	200022	200023	200024	200025	200026	200027	200028	200029	200030	200031	200032	200033	200034	200035

#MARIO PLAYER
2036	200036

#DOLLAR SIGN
2037	200037
#CLOCK
2038	200038

#SPEED BAR
2039	200039	200040	200041	200042	200043	200044	200045	200046

#bang effect
100044	100044

#ENDGAME CARD
200048	200048
200049	200049
200050	200050
200051	200051
2048	200048	200049	200050	200051
#ENDGAME BLOCK
200053	200053	200054
#spin choosen one
200057	200057	200058	200059

#BOARD
2052	200052

# QUESTION BRICK 
22	602	410	90013

# BRICK 
2	601
3	610
4	603
5	604
6	605
7	606
9	608
#10	609	715
#TRANS BRICK
11	611

# transparent flower
30	30000

# transparent star
31	30001

# transparent mushroom
32	30002

# single bush
33	30003

# smiling_cloud
34	30004

# cloud
# left top cloud
35	30005
# top cloud
36	30006
# right top cloud
37	30007
# left bottom cloud
38	30008
# bottom cloud
39	30009
# right bottom cloud
40	40000

# high bush
# left top
50	50000
#right top
51	50001

# Piranha Plant
52	73	74	75	76	77	78	79	80	70023	70024	70021	70022	70019	70020	70017	70018

# GREEN SHORT PIRANHA PLANT
70015	70015


# GREEN SHORT SHOOTING PLANT
#70017	70023	70024	70021	70022	70019	70020	70017	70018

# ---------PIPE-----------
# top left pipe
711	70011
# top right pipe
712	70012
# bottom left pipe
713	70013	
# bottom right pipe
714	70014

# ---------Fireball-------
610	60010	60011

# shadow box
# right top corner
45	40005
# vertical
46	40006
# right bottom corner
47	40007
# horizontally
48	40008
# left bottom corner
49	40009

# color brick corner
# top left corner white
80	80000
# top right corner white
81	80001
# bottom left corner white
82	80002
# bottom right corner white
83	80003

# top left corner green
84	80004
# top right corner green
85	80005
# bottom left corner green
86	80006
# bottom right corner green
87	80007

# top left corner pink
88	80008
# top right corner pink
89	80009
# bottom left corner pink
810	80010
# bottom right corner pink
811	80011

# top left corner blue
812	80012
# top right corner blue
813	80013
# bottom left corner blue
814	80014
# bottom right corner blue
815	80015

# center blue
816	80016
# center pink
817	80017
# center green
818	80018
# center white
819	80019

#COIN
90	90000

#POINT
# 100 200
911	90011	90012	90017	90018	90019	90020	90021	90022	90023

# ==== MUSHROOM =======
93	90003

# LEAF
94	217	218

# GOOMBA
1001	1001	1003	1025	100026	100028	100029


#Koopas
1004	100004	100005	100008	100010	100012	100022	100036	100038	100040	100042	100046	100047	100052

#RED KOOPAS
1013	100017	100019	100015	100013	100018	100049	100050	100055

# boomerang
110000	110004	110000	110005	110001

# green boomerang guy
110008	110008	110010	110012	110014	110016

[MAP]
# matrixFilePath	mapHeight	mapWidth	tileHeight	tileWidth	textureId	tilesPerRow	tilesPerColumn
